STATION,NAME,DATE,AWND,DAPR,MDPR,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,WDF2,WDF5,WESD,WESF,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT07,WT08,WT11
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",7/2/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",7/3/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",7/4/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",7/5/2025,,,,,0.09,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",7/6/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",7/7/2025,,,,,0.37,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",7/8/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",7/9/2025,,,,,0.4,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",7/10/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",7/11/2025,,,,,2.14,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",7/12/2025,,,,,0.12,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",7/13/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",7/14/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",7/15/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",7/16/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",7/17/2025,,,,,0.08,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",7/18/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",7/19/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",7/20/2025,,,,,0.16,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",7/21/2025,,,,,0,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",7/22/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",7/23/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",7/24/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",7/25/2025,,,,,0.04,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",7/26/2025,,,,,0.01,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",7/27/2025,,,,,0,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",7/28/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",7/29/2025,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",7/30/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",7/31/2025,,,,,0.56,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",8/1/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",8/2/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",8/3/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",8/4/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",8/5/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",8/12/2025,,7,1.89,,,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",8/13/2025,,,,,1.98,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",8/14/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",8/15/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",8/17/2025,,,,,1.18,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",8/18/2025,,,,,0.18,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",8/19/2025,,,,,1.27,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",8/20/2025,,,,,0,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",8/21/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",8/22/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",8/23/2025,,,,,0.02,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",8/24/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",8/25/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",8/26/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",8/27/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",8/28/2025,,,,,0.38,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",8/29/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",8/30/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",8/31/2025,,,,,0,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",9/1/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",9/2/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",9/3/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",9/4/2025,,,,,0.02,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",9/5/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",9/6/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",9/7/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",9/8/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",9/9/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",9/10/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",9/11/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",9/12/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",9/13/2025,,,,,0,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",9/14/2025,,,,,1.02,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",9/15/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",9/16/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",9/17/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",9/18/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",9/19/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",9/20/2025,,,,,0.16,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",9/21/2025,,,,,0.02,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",9/22/2025,,,,,0,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",9/23/2025,,,,,0.05,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",9/24/2025,,,,,0.2,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",9/25/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",9/26/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",9/27/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",9/28/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",9/29/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",9/30/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",10/1/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",10/2/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",10/3/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",10/4/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",10/5/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",10/6/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",10/7/2025,,,,,1.66,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",10/8/2025,,,,,0.11,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",10/9/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",10/10/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",10/11/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",10/12/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",10/13/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",10/20/2025,,7,1.15,,,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",10/21/2025,,,,,0.02,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",10/22/2025,,,,,0.08,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",10/23/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",10/24/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",10/25/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",10/26/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",10/27/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",10/28/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",10/29/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",10/30/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",10/31/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",11/1/2025,,,,,0.08,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",11/2/2025,,,,,0.21,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",11/3/2025,,,,,0,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",11/4/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",11/5/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",11/6/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",11/7/2025,,,,,0.08,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",11/8/2025,,,,,0.07,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",11/9/2025,,,,,0.65,,0.2,,,,,,,,,0,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",11/10/2025,,,,,0.42,,4.2,4,,,,,,,0.4,0.4,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",11/11/2025,,,,,0.05,,0.5,3,,,,,,,,0.1,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",11/12/2025,,,,,0,,0,0.5,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",11/13/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",11/14/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",11/15/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",11/16/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",11/17/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",11/18/2025,,,,,0.25,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",11/19/2025,,,,,0.05,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",11/20/2025,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",11/21/2025,,,,,0,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",11/22/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",11/23/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",11/24/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",11/25/2025,,,,,0.25,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",11/28/2025,,3,0,,,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",11/29/2025,,,,,0.07,,0.5,0.5,,,,,,,0.1,0.1,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",11/30/2025,,,,,0.9,,9.2,9.5,,,,,,,,0.9,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",12/1/2025,,,,,0.04,,0.5,8.5,,,,,,,,0,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",12/2/2025,,,,,0.12,,1.4,8,,,,,,,,0.1,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",12/3/2025,,,,,0,,0,6,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",12/4/2025,,,,,0.03,,0.4,5.5,,,,,,,,0,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",12/5/2025,,,,,0,,0,5,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",12/6/2025,,,,,0,,0,4,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",12/7/2025,,,,,0.43,,4.5,7.5,,,,,,,,0.4,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",12/8/2025,,,,,0.04,,0.4,7,,,,,,,,0,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",12/9/2025,,,,,0,,0,6,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",12/10/2025,,,,,0.18,,,2,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",12/11/2025,,,,,0,,0,2,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",12/12/2025,,,,,0,,0,2,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",12/13/2025,,,,,0,,0,1.5,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",12/14/2025,,,,,0,,0,1.5,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",12/15/2025,,,,,0,,0,1,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",12/16/2025,,,,,0,,0,1,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",12/17/2025,,,,,0,,0,0.5,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",12/18/2025,,,,,0.01,,,0.5,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",12/19/2025,,,,,0.09,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",12/20/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",12/21/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",12/22/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",12/23/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",12/24/2025,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",12/25/2025,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",12/26/2025,,,,,0.02,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",12/27/2025,,,,,0,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",12/28/2025,,,,,0.11,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",12/29/2025,,,,,1.01,,0.6,0.5,,,,,,,,0.1,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",12/30/2025,,,,,0,,0,0.5,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",12/31/2025,,,,,0.06,,0.8,1,,,,,,,,0.1,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",1/1/2026,,,,,0.03,,0.3,0.5,,,,,,,,0,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",1/2/2026,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",1/3/2026,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",1/4/2026,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",1/5/2026,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",1/6/2026,,,,,0,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",1/7/2026,,,,,0,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",1/8/2026,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",1/9/2026,,,,,1.8,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",1/10/2026,,,,,0.04,,,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",1/11/2026,,,,,0.14,,0.2,0,,,,,,,,0,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",1/12/2026,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",1/13/2026,,,,,0,,0,,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",1/14/2026,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",1/15/2026,,,,,0.17,,1.8,1.5,,,,,,,,0.1,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",1/16/2026,,,,,0.02,,0.2,1.5,,,,,,,,0,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",1/17/2026,,,,,0.03,,0.6,1.5,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",1/18/2026,,,,,0.01,,0.2,1.5,,,,,,,,0,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",1/19/2026,,,,,0.04,,0.6,2,,,,,,,,0,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",1/20/2026,,,,,0,,0,2,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",1/21/2026,,,,,0.01,,0.1,2,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",1/22/2026,,,,,0.04,,0.7,2.5,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",1/23/2026,,,,,0,,0,2,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",1/24/2026,,,,,0,,0,2,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",1/25/2026,,,,,0.16,,3.2,5,,,,,,,,0.2,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",1/26/2026,,,,,0.07,,2.8,6,,,,,,,,0.1,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",1/27/2026,,,,,0,,0,4.5,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",1/28/2026,,,,,0,,0,4,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",1/29/2026,,,,,0,,0,4,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",1/30/2026,,,,,0,,0,3.5,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",1/31/2026,,,,,0.08,,1.3,4,,,,,,,,0.1,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",2/1/2026,,,,,0,,0.1,4,,,,,,,,0,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",2/2/2026,,,,,0.01,,0.2,3.5,,,,,,,,0,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",2/3/2026,,,,,0,,0,3.5,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",2/4/2026,,,,,0,,0,3,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",2/5/2026,,,,,0,,0,3,,,,,,,,,,,,,,,,,,
US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",2/6/2026,,,,,0.05,,0.5,3.5,,,,,,,,0.1,,,,,,,,,,
